     
     
     
     
     
     
     
     
     
     
     
     
     
     
millis, state, light, lat, lon, ax, ay, az, deg, micf_freq, micf_vol, micr_freq, micr_vol, micl_freq, micl_vol, micb_freq, micb_vol, direct, distance soundvol guidanceTime
     
     
     
     
     
     
     
     
     
     
     
     
     
     
millis, state, light, lat, lon, ax, ay, az, deg, micf_freq, micf_vol, micr_freq, micr_vol, micl_freq, micl_vol, micb_freq, micb_vol, direct, distance soundvol guidanceTime
     
     
     
     
     
     
     
     
     
     
     
     
     
     
millis, state, light, lat, lon, ax, ay, az, deg, micf_freq, micf_vol, micr_freq, micr_vol, micl_freq, micl_vol, micb_freq, micb_vol, direct, distance soundvol guidanceTime
68002, 4, 374, 0.00, 0.00, 0.39, 0.41, 10.23, 89.91, 33, 1, 33, 1, 32, 1, 33, 2, 0,0.00,0,210
68421, 4, 366, 0.00, 0.00, 0.39, 0.39, 10.23, 55.46, 34, 2, 33, 2, 32, 1, 33, 2, 0,0.00,0,629
68839, 4, 366, 0.00, 0.00, 0.37, 0.40, 10.23, 72.73, 32, 1, 34, 1, 33, 2, 32, 1, 0,0.00,0,1047
69258, 4, 368, 0.00, 0.00, 0.34, 0.39, 10.23, 77.40, 33, 1, 32, 1, 33, 1, 32, 1, 0,0.00,0,1466
69679, 4, 339, 0.00, 0.00, 0.41, 0.37, 10.28, 80.88, 32, 1, 33, 2, 32, 1, 36, 2, 0,0.00,0,1887
70097, 4, 160, 0.00, 0.00, 0.42, 0.35, 10.24, 66.28, 32, 1, 45, 2, 34, 2, 61, 2, 0,0.00,0,2305
70517, 4, 160, 0.00, 0.00, 0.34, 0.35, 10.21, 76.46, 33, 2, 34, 1, 33, 1, 49, 2, 0,0.00,0,2725
70937, 4, 162, 0.00, 0.00, 0.38, 0.39, 10.23, 70.97, 32, 1, 32, 1, 34, 2, 33, 1, 0,0.00,0,3145
71358, 4, 163, 0.00, 0.00, 0.37, 0.38, 10.26, 77.09, 32, 1, 55, 2, 53, 2, 53, 2, 0,0.00,0,3566
71779, 4, 166, 0.00, 0.00, 0.41, 0.35, 10.23, 83.86, 59, 2, 32, 1, 32, 1, 47, 2, 0,0.00,0,3987
72199, 4, 233, 0.00, 0.00, 0.37, 0.38, 10.23, 66.37, 32, 1, 32, 1, 34, 2, 33, 2, 0,0.00,0,4407
72619, 4, 422, 0.00, 0.00, 0.29, 0.37, 10.23, 64.09, 33, 1, 33, 2, 33, 1, 32, 1, 0,0.00,0,4826
73038, 4, 462, 0.00, 0.00, 0.36, 0.30, 10.15, 81.23, 34, 2, 33, 1, 32, 1, 47, 2, 0,0.00,0,5246
73459, 4, 571, 0.00, 0.00, 0.33, 0.37, 10.21, 75.62, 32, 1, 33, 1, 49, 2, 34, 2, 0,0.00,0,5667
73878, 4, 613, 0.00, 0.00, 0.36, 0.37, 10.23, 70.39, 34, 2, 32, 1, 33, 1, 34, 1, 0,0.00,0,6086
74298, 4, 626, 0.00, 0.00, 0.36, 0.38, 10.25, 76.78, 32, 1, 34, 1, 34, 1, 33, 1, 0,0.00,0,6505
74717, 4, 707, 0.00, 0.00, 0.38, 0.31, 10.22, 66.26, 32, 1, 36, 1, 33, 1, 32, 1, 0,0.00,0,6925
75137, 4, 631, 0.00, 0.00, 0.39, 0.40, 10.29, 90.19, 32, 1, 32, 1, 33, 2, 43, 2, 0,0.00,0,7345
75556, 4, 972, 0.00, 0.00, 0.37, 0.35, 10.21, 66.53, 44, 2, 34, 1, 33, 2, 32, 1, 0,0.00,0,7763
75975, 4, 973, 0.00, 0.00, 0.30, 0.37, 10.24, 108.68, 32, 1, 32, 1, 49, 2, 35, 1, 0,0.00,0,8183
76397, 4, 973, 0.00, 0.00, 0.29, 0.39, 10.23, 63.59, 33, 2, 33, 1, 32, 1, 33, 1, 0,0.00,0,8605
76817, 4, 972, 0.00, 0.00, 0.39, 0.38, 10.25, 64.23, 32, 1, 33, 2, 34, 2, 33, 1, 0,0.00,0,9024
77236, 4, 973, 0.00, 0.00, 0.39, 0.39, 10.22, 96.68, 33, 1, 47, 2, 33, 2, 34, 2, 0,0.00,0,9444
77656, 4, 973, 0.00, 0.00, 0.35, 0.36, 10.25, 82.74, 45, 2, 33, 1, 33, 2, 33, 2, 0,0.00,0,9864
78074, 4, 973, 0.00, 0.00, 0.36, 0.39, 10.27, 83.07, 32, 1, 34, 1, 32, 1, 34, 1, 0,0.00,0,10282
78497, 4, 973, 0.00, 0.00, 0.38, 0.37, 10.29, 105.46, 32, 1, 32, 1, 33, 2, 32, 1, 0,0.00,0,10705
78921, 4, 973, 0.00, 0.00, 0.35, 0.37, 10.23, 82.11, 32, 1, 32, 1, 47, 2, 32, 1, 0,0.00,0,11129
79342, 4, 973, 0.00, 0.00, 0.43, 0.37, 10.25, 105.62, 33, 2, 32, 1, 33, 1, 33, 1, 0,0.00,0,11550
79766, 4, 973, 0.00, 0.00, 0.29, 0.28, 10.09, 89.96, 32, 1, 43, 2, 33, 2, 33, 1, 0,0.00,0,11974
80188, 4, 973, 0.00, 0.00, 0.38, 0.27, 10.03, 70.70, 32, 1, 60, 2, 32, 1, 35, 1, 0,0.00,0,12396
80610, 4, 973, 0.00, 0.00, 0.38, 0.39, 10.21, 90.39, 32, 1, 34, 2, 32, 1, 33, 1, 0,0.00,0,12818
81031, 4, 973, 0.00, 0.00, 0.39, 0.37, 10.23, 82.50, 32, 1, 47, 2, 33, 1, 33, 1, 0,0.00,0,13239
81453, 4, 973, 0.00, 0.00, 0.34, 0.30, 10.19, 54.43, 34, 2, 34, 2, 32, 1, 35, 1, 0,0.00,0,13661
81876, 4, 973, 0.00, 0.00, 0.37, 0.37, 10.23, 73.72, 34, 2, 32, 1, 32, 1, 32, 1, 0,0.00,0,14083
82298, 4, 973, 0.00, 0.00, 0.36, 0.35, 10.25, 67.43, 32, 1, 47, 2, 33, 2, 47, 2, 0,0.00,0,14506
82722, 4, 974, 0.00, 0.00, 0.38, 0.32, 10.19, 68.16, 32, 1, 34, 2, 33, 2, 35, 1, 0,0.00,0,14929
83143, 4, 974, 0.00, 0.00, 0.30, 0.30, 10.22, 72.64, 32, 1, 33, 2, 33, 1, 34, 1, 0,0.00,0,15351
83565, 4, 973, 0.00, 0.00, 0.41, 0.34, 10.23, 69.71, 33, 1, 32, 1, 33, 1, 34, 2, 0,0.00,0,15773
83988, 4, 973, 0.00, 0.00, 0.39, 0.38, 10.23, 72.71, 32, 1, 49, 2, 32, 1, 32, 1, 0,0.00,0,16195
84410, 4, 973, 0.00, 0.00, 0.42, 0.37, 10.23, 83.58, 32, 1, 32, 1, 33, 1, 35, 1, 0,0.00,0,16617
84832, 4, 973, 0.00, 0.00, 0.39, 0.29, 10.23, 77.68, 34, 2, 33, 1, 32, 1, 32, 1, 0,0.00,0,17040
85254, 4, 973, 0.00, 0.00, 0.37, 0.35, 10.21, 55.08, 50, 2, 32, 1, 35, 1, 34, 1, 0,0.00,0,17462
85675, 4, 973, 0.00, 0.00, 0.38, 0.37, 10.23, 55.45, 32, 1, 34, 2, 33, 2, 32, 1, 0,0.00,0,17882
86097, 4, 973, 0.00, 0.00, 0.39, 0.39, 10.24, 75.23, 32, 1, 33, 2, 32, 1, 33, 1, 0,0.00,0,18305
86518, 4, 973, 0.00, 0.00, 0.39, 0.33, 10.23, 62.13, 32, 1, 32, 1, 33, 1, 33, 1, 0,0.00,0,18726
86939, 4, 973, 0.00, 0.00, 0.41, 0.42, 10.26, 81.05, 49, 2, 37, 1, 33, 1, 33, 1, 0,0.00,0,19147
87362, 4, 973, 0.00, 0.00, 0.40, 0.39, 10.26, 78.74, 33, 2, 35, 1, 34, 2, 34, 2, 0,0.00,0,19569
87783, 4, 973, 0.00, 0.00, 0.38, 0.35, 10.22, 78.84, 33, 1, 35, 1, 32, 1, 34, 2, 0,0.00,0,19991
88206, 4, 973, 0.00, 0.00, 0.41, 0.39, 10.25, 56.95, 32, 1, 32, 1, 32, 1, 34, 1, 0,0.00,0,20413
88628, 4, 973, 0.00, 0.00, 0.30, 0.37, 10.22, 59.59, 34, 2, 34, 1, 32, 1, 33, 1, 0,0.00,0,20836
89050, 4, 973, 0.00, 0.00, 0.33, 0.31, 10.23, 60.21, 32, 1, 32, 1, 32, 1, 32, 1, 0,0.00,0,21258
89470, 4, 973, 0.00, 0.00, 0.38, 0.34, 10.23, 70.26, 33, 1, 33, 1, 32, 1, 32, 1, 0,0.00,0,21678
89892, 4, 973, 0.00, 0.00, 0.38, 0.37, 10.24, 62.12, 33, 2, 33, 2, 33, 2, 32, 1, 0,0.00,0,22100
90314, 4, 973, 0.00, 0.00, 0.40, 0.37, 10.23, 58.47, 33, 2, 33, 1, 32, 1, 34, 2, 0,0.00,0,22522
90736, 4, 973, 0.00, 0.00, 0.37, 0.33, 10.23, 59.86, 32, 1, 33, 2, 32, 1, 32, 1, 0,0.00,0,22944
91159, 4, 973, 0.00, 0.00, 0.41, 0.38, 10.26, 80.08, 32, 1, 32, 1, 33, 2, 33, 2, 0,0.00,0,23366
91581, 4, 973, 0.00, 0.00, 0.37, 0.37, 10.23, 60.89, 33, 1, 61, 2, 33, 2, 33, 1, 0,0.00,0,23789
92003, 4, 969, 0.00, 0.00, -0.14, -0.14, 9.58, 66.60, 32, 1, 32, 1, 36, 1, 33, 1, 0,0.00,0,92002
92427, 4, 973, 0.00, 0.00, 0.35, 0.35, 10.23, 75.02, 33, 1, 33, 1, 34, 2, 32, 1, 0,0.00,0,211
92844, 4, 973, 0.00, 0.00, 0.37, 0.31, 10.17, 78.16, 32, 1, 35, 1, 34, 2, 32, 1, 0,0.00,0,626
93261, 4, 973, 0.00, 0.00, 0.31, 0.36, 10.22, 45.34, 33, 1, 34, 2, 32, 1, 32, 1, 0,0.00,0,1044
93680, 4, 973, 0.00, 0.00, 0.38, 0.34, 10.23, 59.86, 32, 1, 33, 1, 33, 2, 33, 1, 0,0.00,0,1464
